query_hash,execution_time_with_aqo,execution_time_without_aqo,planning_time_with_aqo,planning_time_without_aqo,cardinality_error_with_aqo,cardinality_error_without_aqo,executions_with_aqo,executions_without_aqo
46295792,"{0.0002215089999999531,0.0002278700000000189,0.0002913010000000771,0.00022695999999999827,0.0002337020000000578,0.00023040600000001632,0.00022778099999998247,0.00022798199999995994,0.000240456,0.00023466399999994003,0.00021755200000006525,0.0002274410000000504,0.0002417180000000574,0.00023492599999985764,0.00022108900000006315,0.00022958499999981008,0.00023499600000009835,0.00022888399999998477,0.00023479599999998158,0.00022895400000000343}",{},"{1.188592332,1.182241042,1.196269082,1.189832907,1.18617132,1.186687794,1.183349946,1.19291773,1.192244083,1.19949873,1.196671806,1.181717592,1.1982344,1.196511193,1.186445147,1.192716193,1.198937934,1.185945332,1.202396017,1.193329948}",{},"{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1}",{},270,0
1869121075,"{0.02039896600000013,0.020217992999999712,0.02053898700000012,0.020685641000000032,0.02063391499999989,0.01919758699999985,0.0206338770000003,0.020612895000000186,0.020531598000000262,0.02068875299999995,0.020620730000000087,0.020659087999999937,0.02023672100000029,0.020174166999999965,0.020261264999999806,0.020490032000000102,0.020177481000000164,0.02050458399999977,0.02030853300000013,0.02033594700000041}",{},"{2.277627284,2.278354837,2.272912233,2.301360072,2.28900281,1.771403544,2.280396679,2.291785172,2.282311885,2.284368819,2.288782306,2.280090421,2.295200079,2.282435587,2.300439411,2.294336396,2.283169776,2.295391448,2.291001872,2.3003611729999998}",{},"{0.028831855923109873,0.028831855923109873,0.028831855923109873,0.028831855923109873,0.028831855923109873,0.028831855923109873,0.028831855923109873,0.028831855923109873,0.028831855923109873,0.028831855923109873,0.028831855923109873,0.028831855923109873,0.028831855923109873,0.028831855923109873,0.028831855923109873,0.028831855923109873,0.028831855923109873,0.028831855923109873,0.028831855923109873,0.028831855923109873}",{},270,0
-1991890117,"{0.09676757499999988,0.09864753300000029,0.09888591599999996,0.09816334199999988,0.10083717499999967,0.09880032400000038,0.09897759600000011,0.09902718300000002,0.09817982300000017,0.09916340599999973,0.09847758399999984,0.09749011699999999,0.09895937199999993,0.09867015100000032,0.09820555599999992,0.09795505399999982,0.09917757400000005,0.10625535700000022,0.09855011299999994,0.09921548199999997}",{},"{2.142025674,2.144533041,2.159915663,2.148199489,2.157026097,2.147123394,2.151774665,2.162119612,2.16294635,2.15214607,2.1454968,2.152648539,2.15322572,2.148617313,2.162993818,2.15089844,2.14733097,2.152520574,2.162016937,2.174345969}",{},"{0.08690265114054871,0.08690265114054871,0.08690265114054871,0.08690265114054871,0.08690265114054871,0.08690265114054871,0.08690265114054871,0.08690265114054871,0.08690265114054871,0.08690265114054871,0.08690265114054871,0.08690265114054871,0.08690265114054871,0.08690265114054871,0.08690265114054871,0.08690265114054871,0.08690265114054871,0.08690265114054871,0.08690265114054871,0.08690265114054871}",{},270,0
776744645,"{0.00016775700000004612,0.0001666650000000658,0.00017643300000003137,0.00016699600000014136,0.00016444099999990414,0.000166855999999882,0.00017513199999985574,0.00016530300000017206,0.00017572300000012753,0.00016555399999984566,0.0001638409999999979,0.00016854900000007333,0.00016417099999999074,0.00016414200000003376,0.00016899000000014652,0.00016335900000008508,0.0001685600000000953,0.00018053299999998274,0.00016632500000013373,0.00016679599999980255}",{},"{1.109507657,1.119700907,1.118679312,1.107656673,1.11074753,1.105691404,1.110773704,1.119038563,1.109755535,1.123356798,1.114733471,1.106295573,1.110632173,1.110052321,1.118693397,1.110808569,1.117818051,1.117420611,1.114770646,1.124474608}",{},"{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1}",{},270,0
-1452668206,"{0.00020897400000000066,0.0002078729999999973,0.0002103479999999991,0.00021654000000000118,0.00023059699999999905,0.00020949600000000346,0.0002094470000000015,0.0002099980000000029,0.00021095000000000141,0.00020785399999999343,0.0002208590000000038,0.00021112999999998994,0.00021800300000000827,0.00020845499999999628,0.00021413600000000366,0.00020921599999999818,0.00020887599999999673,0.00021279300000000279,0.00020850499999999772,0.0002212789999999909}",{},"{0.09390453,0.094513211,0.094503101,0.093864971,0.094431713,0.094558515,0.09380412,0.094249554,0.094199703,0.095345885,0.094901338,0.094134747,0.093790615,0.094077827,0.094566847,0.094424912,0.093724033,0.094648236,0.093641325,0.093915593}",{},"{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1}",{},270,0
665644145,"{0.00020264299999994684,0.00020025900000009145,0.0002286419999999456,0.00020280399999994536,0.0002057399999999543,0.00020185200000000236,0.0002055290000000376,0.0002081940000000504,0.00022641900000008874,0.00020135200000015452,0.0002107590000000048,0.00020984799999990145,0.00019957799999992254,0.00020810399999993123,0.0002087259999998814,0.0002054299999998399,0.00020850500000002548,0.00021697100000017677,0.00020156199999998847,0.00020827499999986898}",{},"{1.267506341,1.259445683,1.258442902,1.263348166,1.267760956,1.26804878,1.276669916,1.257092108,1.258972587,1.269600109,1.271428448,1.274281956,1.257676017,1.271158723,1.258868708,1.259272954,1.273830575,1.272128808,1.271920105,1.268589517}",{},"{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1}",{},270,0
-678701971,"{0.00019612999999996106,0.0002059290000000491,0.00019630100000012085,0.00019490899999996536,0.00020135099999984973,0.00020500800000000652,0.0002025040000002143,0.00019315599999991662,0.0002078240000000786,0.00019644200000001888,0.0001945279999999716,0.00019788499999995324,0.00019271500000006547,0.0001941879999998175,0.00019976899999996078,0.0001949690000000448,0.00020104200000004013,0.0002080739999998915,0.00020392700000004815,0.0002058709999999131}",{},"{1.2543851830000001,1.258785953,1.254895945,1.251762583,1.26123515,1.266773038,1.2543750519999999,1.258234978,1.260081322,1.258816177,1.254763946,1.269442673,1.254522608,1.2613780270000001,1.265288565,1.257315919,1.25177641,1.262862079,1.252354714,1.260434424}",{},"{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1}",{},270,0
-1303917065,"{0.087648498,0.08837323,0.08877186799999999,0.08854970000000001,0.08584024700000001,0.08752411099999999,0.088162801,0.08629339600000001,0.086933329,0.08645902700000001,0.086873977,0.08641320400000001,0.085636409,0.087769998,0.08800116,0.08715653100000001,0.086147538,0.085839221,0.087847859,0.087035294}",{},"{0.004485036,0.00374415,0.003736337,0.003835598,0.003912426,0.003799904,0.00373295,0.003709988,0.003711882,0.004102314,0.003755307,0.004071808,0.003705594,0.003736955,0.003770649,0.00373918,0.003754649,0.003950402,0.003920354,0.003724905}",{},"{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1}",{},271,0
1059189362,"{0.061212626000000006,0.06328671,0.059770109,0.064427337,0.063465933,0.063684775,0.060859569,0.061796301000000005,0.059416636999999994,0.064033686,0.061447073,0.06264913800000001,0.061027679,0.062559795,0.064022409,0.060735677,0.063400077,0.062233832,0.063235638,0.06154690100000001}",{},"{0.014631618,0.013885634,0.014138004,0.014456829,0.01382362,0.013886558,0.013836189,0.014040933,0.013883831,0.014464867,0.014162558,0.013974456,0.013994808,0.014566664,0.013963493,0.014149969,0.014240171,0.014086692,0.013902254,0.014639463}",{},"{0.0041412466260287795,0.0041412466260287795,0.0041412466260287795,0.0041412466260287795,0.0041412466260287795,0.0041412466260287795,0.0041412466260287795,0.0041412466260287795,0.0041412466260287795,0.0041412466260287795,0.0041412466260287795,0.0041412466260287795,0.0041412466260287795,0.0041412466260287795,0.0041412466260287795,0.0041412466260287795,0.0041412466260287795,0.0041412466260287795,0.0041412466260287795,0.0041412466260287795}",{},270,0
-128493435,"{0.100913084,0.10080256100000001,0.10082545799999999,0.10124872,0.101721988,0.10043435699999999,0.100821976,0.100349833,0.100832223,0.100121507,0.10149997599999999,0.100517488,0.100244872,0.100826812,0.10071841299999999,0.101104368,0.102067886,0.10019070699999999,0.100738424,0.100798787}",{},"{0.002742844,0.002669337,0.002705177,0.00269528,0.002697637,0.002708097,0.002795645,0.002746262,0.00270214,0.002751384,0.00287544,0.002752017,0.00274294,0.002762197,0.002716561,0.00294817,0.0027105,0.002822212,0.002698979,0.002766136}",{},"{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}",{},271,0
-1388255675,"{0.061887702,0.063421175,0.061558300999999996,0.06161636,0.061493218999999995,0.064298306,0.06360503699999999,0.063937386,0.062766624,0.060406773999999996,0.06369782900000001,0.06172674,0.062097677000000004,0.06073139,0.06409993600000001,0.063745964,0.061972921,0.061418386000000005,0.062491527000000005,0.063042928}",{},"{0.014264785,0.014401588,0.014569078,0.014321592,0.014715367,0.014285754,0.014123353,0.014341462,0.0142897,0.014670195,0.014227361,0.014808796,0.014699513,0.014520045,0.014197907,0.014307678,0.014273775,0.014512319,0.014268428,0.014144445}",{},"{0.039505359469900844,0.039505359469900844,0.039505359469900844,0.039505359469900844,0.039505359469900844,0.039505359469900844,0.039505359469900844,0.039505359469900844,0.039505359469900844,0.039505359469900844,0.039505359469900844,0.039505359469900844,0.039505359469900844,0.039505359469900844,0.039505359469900844,0.039505359469900844,0.039505359469900844,0.039505359469900844,0.039505359469900844,0.039505359469900844}",{},270,0
-488742175,"{2.346973124,1.9297851259999999,2.366045711,1.933246261,2.356467668,1.932502275,2.358520453,1.9303097869999999,2.34746143,1.9263823400000002,2.355227134,1.924349212,2.346791056,1.928358767,2.358263639,1.9250835860000002,2.370633052,1.923991006,2.4462652840000003,1.953154402}",{},"{0.008742708,0.008324986,0.00828381,0.008620269,0.008480535,0.008667429,0.008594172,0.0085348,0.008215916,0.008496178,0.008546074,0.008297733,0.008196873,0.008318633,0.008334364,0.008459192,0.008290332,0.008594949,0.008319167,0.008676004}",{},"{0.01788993588804206,0.018989236763963538,0.01788993588804206,0.018989236763963538,0.01788993588804206,0.018989236763963538,0.01788993588804206,0.018989236763963538,0.01788993588804206,0.018989236763963538,0.01788993588804206,0.018989236763963538,0.01788993588804206,0.018989236763963538,0.01788993588804206,0.018989236763963538,0.01788993588804206,0.018989236763963538,0.01788993588804206,0.018989236763963538}",{},540,0
1904787667,"{0.026994293000000003,0.027039425000000117,0.027157883000000105,0.02712536099999996,0.027205509999999933,0.027081902000000158,0.02709110300000006,0.02750161200000001,0.027506411999999925,0.026910220999999845,0.027176363999999786,0.027293180000000028,0.02706415299999998,0.027391759000000127,0.027477815999999988,0.0273264230000001,0.027299975999999893,0.02695386299999991,0.027341791000000004,0.027229029999999987}",{},"{1.055687366,1.061544594,1.059817831,1.064426739,1.06068871,1.057907561,1.058608317,1.068412536,1.064456171,1.060441519,1.0584879680000001,1.05758076,1.066073805,1.071005976,1.075263621,1.075521021,1.069222249,1.078482573,1.0770470109999999,1.078192239}",{},"{0.034897017973984056,0.034897017973984056,0.034897017973984056,0.034897017973984056,0.034897017973984056,0.034897017973984056,0.034897017973984056,0.034897017973984056,0.034897017973984056,0.034897017973984056,0.034897017973984056,0.034897017973984056,0.034897017973984056,0.034897017973984056,0.034897017973984056,0.034897017973984056,0.034897017973984056,0.034897017973984056,0.034897017973984056,0.034897017973984056}",{},270,0
-170957705,"{1.144730483,1.153674313,1.1392932160000002,1.149438068,1.15208391,1.147649192,1.1477805540000001,1.1404747499999999,1.153516302,1.1342452269999999,1.14397254,1.150523621,1.1448056839999998,1.141954666,1.145956982,1.1503945500000001,1.154343791,1.15284241,1.141085232,1.146140433}",{},"{0.059741878,0.058228698,0.057886502,0.057512008,0.059206634,0.058429286,0.058605208,0.059629995,0.058922025,0.058113485,0.057841315,0.058212794,0.059381963,0.058325511,0.057873113,0.058649341,0.058948879,0.057952906,0.058221472,0.058379977}",{},"{0.9373332340692082,0.9373332340692082,0.9373332340692082,0.9373332340692082,0.9373332340692082,0.9373332340692082,0.9373332340692082,0.9373332340692082,0.9373332340692082,0.9373332340692082,0.9373332340692082,0.9373332340692082,0.9373332340692082,0.9373332340692082,0.9373332340692082,0.9373332340692082,0.9373332340692082,0.9373332340692082,0.9373332340692082,0.9373332340692082}",{},270,0
-993550030,"{0.20575811500000002,0.205870528,0.205871252,0.20668313200000002,0.203784723,0.20710415999999998,0.20735706699999998,0.20287215,0.20606307599999998,0.20527345100000002,0.205908197,0.20400520500000002,0.20704343,0.205953776,0.202744547,0.206460804,0.204736291,0.207544038,0.206886632,0.20426651099999998}",{},"{0.019512977,0.01988954,0.019593267,0.019525356,0.019473621,0.019690383,0.02023203,0.019799549,0.02000704,0.020012448,0.019916872,0.020206075,0.019700933,0.020113779,0.019708855,0.019670133,0.019791367,0.019884276,0.019931738,0.019421752}",{},"{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}",{},270,0
1923571710,"{0.08696480599999999,0.085253782,0.08435731799999999,0.084694987,0.085569715,0.08702758999999999,0.086790111,0.085407077,0.087658964,0.08534204100000001,0.08558792,0.086987603,0.085227484,0.085995154,0.086697458,0.086065943,0.085039387,0.08294387099999999,0.08358780900000001,0.08509086699999999}",{},"{0.004120257,0.004119519,0.004156342,0.004173217,0.004172178,0.00413525,0.004122238,0.003979318,0.00406951,0.004092976,0.004133123,0.004105151,0.004395162,0.004139859,0.004067423,0.004115654,0.004024972,0.004320103,0.004088293,0.004086209}",{},"{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1}",{},271,0
-2012900128,"{0.024758257000000002,0.024548544999999998,0.024563184000000002,0.024627695999999998,0.02453175,0.024565357,0.02475061,0.024455561999999997,0.024791969000000004,0.024587529000000004,0.024458801999999998,0.024641213999999998,0.024664483999999997,0.024619382000000002,0.024619708000000004,0.024525362999999998,0.02483408,0.024564041,0.024731801999999997,0.024529620000000002}",{},"{0.03098433,0.031071426,0.03098492,0.030816534,0.030884393,0.030878089,0.03091824,0.030930015,0.030833304,0.030626252,0.03096928,0.030660233,0.030915173,0.030974371,0.03132496,0.030830066,0.031282428,0.030768948,0.031051676,0.031537781}",{},"{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}",{},270,0
-677260616,"{0.194731637,0.19623642500000002,0.19377298799999998,0.19544808300000002,0.192718236,0.192805863,0.192110191,0.199555616,0.196074106,0.19348799900000002,0.19330086999999996,0.194174112,0.19417690999999998,0.19597791999999997,0.195739441,0.19635814099999999,0.194657921,0.194423057,0.195446305,0.198249197}",{},"{0.072250265,0.072590201,0.071217028,0.071347939,0.072245033,0.071932252,0.071700248,0.07159485,0.072276319,0.072948466,0.071457953,0.071669781,0.072418325,0.071673017,0.071408155,0.071713003,0.071554362,0.071682682,0.072087256,0.072050764}",{},"{0.00566005727984422,0.00566005727984422,0.00566005727984422,0.00566005727984422,0.00566005727984422,0.00566005727984422,0.00566005727984422,0.00566005727984422,0.00566005727984422,0.00566005727984422,0.00566005727984422,0.00566005727984422,0.00566005727984422,0.00566005727984422,0.00566005727984422,0.00566005727984422,0.00566005727984422,0.00566005727984422,0.00566005727984422,0.00566005727984422}",{},270,0
-632205292,"{0.00014248000000000038,0.0001465370000000004,0.0001430399999999988,0.00014145800000000056,0.00015004400000000022,0.00014926300000000017,0.00014716899999999908,0.00014256999999999985,0.00014567600000000083,0.00017140499999999947,0.0001402160000000003,0.0001599440000000004,0.00014431399999999955,0.00014355199999999992,0.0001468480000000015,0.0001517580000000001,0.00015142700000000085,0.00014364199999999938,0.00014624799999999986,0.00013815199999999903}",{},"{0.014144347,0.013903928,0.013849678,0.014150428,0.014255878,0.014256417,0.01407974,0.014024372,0.013982026,0.014177502,0.013843814,0.014327284,0.013942769,0.013816702,0.013902798,0.014254126,0.013892913,0.014175421,0.014782563,0.014188288}",{},"{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1}",{},270,0
1099445189,"{0.00023014500000000104,0.00023800999999999684,0.00023008500000000487,0.00022945400000000393,0.000228742000000004,0.00023923299999999148,0.00022930399999999962,0.000236147000000006,0.00025394099999999364,0.00023000499999999147,0.0002342240000000051,0.00025030499999999234,0.0002361580000000002,0.00023206000000000615,0.00023379400000000938,0.00023236999999999564,0.00022609900000000738,0.0002317790000000014,0.00022468600000000172,0.0002337530000000032}",{},"{0.075553235,0.075323728,0.075096314,0.075523278,0.075665819,0.075934179,0.07499069,0.074896384,0.075427749,0.075174925,0.074875819,0.075723834,0.074905069,0.0748509,0.074969867,0.075503151,0.075101828,0.075041182,0.075317262,0.07506046}",{},"{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1}",{},270,0
-1982073024,"{2.8815712110000002,2.924092543,2.937055955,2.875713324,2.8651542439999997,2.924802931,2.869817372,2.9182104840000003,2.873295261,2.912274227,2.894277552,2.8898917529999997,2.8692552609999997,2.907469407,2.922923414,2.888765501,2.8807974560000003,2.91123603,2.900892169,2.869203539}",{},"{0.013601052,0.013369598,0.013679948,0.01398212,0.013659569,0.01388277,0.013420492,0.013638661,0.013975856,0.013467688,0.013521023,0.013444712,0.013833131,0.013619889,0.013490607,0.01343853,0.013468519,0.013700149,0.01345726,0.013775224}",{},"{0.010548267014326295,0.010548267014326295,0.010548267014326295,0.010548267014326295,0.010548267014326295,0.010548267014326295,0.010548267014326295,0.010548267014326295,0.010548267014326295,0.010548267014326295,0.010548267014326295,0.010548267014326295,0.010548267014326295,0.010548267014326295,0.010548267014326295,0.010548267014326295,0.010548267014326295,0.010548267014326295,0.010548267014326295,0.010548267014326295}",{},270,0
914852577,"{2.004394418,2.03137337,2.010843365,2.022347027,2.002917542,2.060798067,2.023601072,2.01933279,2.004127339,2.023111768,2.01251203,2.0325017159999996,2.0329335509999997,2.025435243,2.015233123,2.019082157,2.0609733589999997,2.0312017129999997,2.010431923,2.02334467}",{},"{0.00881961,0.00880364,0.008895091,0.008723083,0.008585638,0.008986462,0.008552826,0.008792073,0.008611934,0.008557303,0.008663157,0.008746427,0.008670105,0.008873661,0.00903007,0.008670189,0.008624654,0.008640134,0.008662017,0.008902905}",{},"{0.01217107732422265,0.01217107732422265,0.01217107732422265,0.01217107732422265,0.01217107732422265,0.01217107732422265,0.01217107732422265,0.01217107732422265,0.01217107732422265,0.01217107732422265,0.01217107732422265,0.01217107732422265,0.01217107732422265,0.01217107732422265,0.01217107732422265,0.01217107732422265,0.01217107732422265,0.01217107732422265,0.01217107732422265,0.01217107732422265}",{},270,0
1743226342,"{0.01298231900000002,0.013063455999999807,0.013083434999999977,0.013078996000000176,0.01311072499999999,0.013077489000000053,0.013074240000000126,0.013205102000000135,0.013140385000000032,0.013336640999999982,0.013168476000000151,0.013088768000000028,0.013223266000000011,0.013227176000000007,0.01312230999999997,0.013299606999999991,0.013465373000000058,0.013831407999999934,0.013120461999999833,0.013229670000000082}",{},"{1.113032563,1.122401055,1.121175024,1.12269257,1.130351912,1.114838424,1.118347982,1.120080142,1.120340172,1.127289389,1.114383827,1.11497981,1.121716136,1.120425416,1.11280607,1.12215864,1.115542219,1.1139477740000001,1.129027213,1.133594034}",{},"{1.2484403327562321,1.2484403327562321,1.2484403327562321,1.2484403327562321,1.2484403327562321,1.2484403327562321,1.2484403327562321,1.2484403327562321,1.2484403327562321,1.2484403327562321,1.2484403327562321,1.2484403327562321,1.2484403327562321,1.2484403327562321,1.2484403327562321,1.2484403327562321,1.2484403327562321,1.2484403327562321,1.2484403327562321,1.2484403327562321}",{},270,0
